,,FISERV INC,KLA CORP,NINTENDO CO LTD,LAM RESEARCH CORP,TRIP COM GROUP LTD,SALESFORCE.COM INC,NETEASE INC,CERNER CORP,SKYWORKS SOLUTIONS INC,INTERCONTINENTAL EXCHANGE,MICROSTRATEGY INC,XILINX INC,ADVANCED MICRO DEVICES,ANSYS INC,MICRON TECHNOLOGY INC,LIVEPERSON INC,MERCADOLIBRE INC,ONTO INNOVATION INC,ASML HOLDING NV,NVIDIA CORP,BOOKING HOLDINGS INC,ALPHABET INC,ANALOG DEVICES,ADVANCED ENERGY INDS INC,BAIDU INC,EBAY INC,APPLE INC,CADENCE DESIGN SYSTEMS INC,ACTIVISION BLIZZARD INC,AMAZON.COM INC,TAIWAN SEMICONDUCTOR MFG CO,MARVELL TECHNOLOGY INC,CISCO SYSTEMS INC,8X8 INC,INTEL CORP,EXACT SCIENCES CORP,MICROSOFT CORP,ORACLE CORP,IDEXX LABS INC,PAYCHEX INC,AUTODESK INC,AUTOMATIC DATA PROCESSING,MAXIM INTEGRATED PRODUCTS,MICROCHIP TECHNOLOGY INC,DIODES INC,QUALCOMM INC,INTUIT INC,TEXAS INSTRUMENTS INC,POWER INTEGRATIONS INC,CHECK POINT SOFTWARE TECHN,ADOBE INC,APPLIED MATERIALS INC,SYNOPSYS INC,NETFLIX INC,FORMFACTOR INC,ELECTRONIC ARTS INC,MATCH GROUP INC,BROADCOM INC,IRIDIUM COMMUNICATIONS INC,SPS COMMERCE INC,TESLA INC,NXP SEMICONDUCTORS NV,PACIFIC BIOSCIENCES OF CALIF,PROTO LABS INC,FACEBOOK INC,SPLUNK INC,IOVANCE BIOTHERAPEUTICS INC,WORKDAY INC,FATE THERAPEUTICS INC,2U INC,TWITTER INC,JD.COM INC,ALIBABA GROUP HLDG,SQUARE INC,PURE STORAGE INC,ATLASSIAN CORP PLC,PAYPAL HOLDINGS INC,SHOPIFY INC,TELADOC HEALTH INC,INVITAE CORP,ALARM.COM HOLDINGS INC,ZILLOW GROUP INC,INTELLIA THERAPEUTICS INC,TWILIO INC,CRISPR THERAPEUTICS AG,OKTA INC,SPOTIFY TECHNOLOGY SA,DOCUSIGN INC,ROKU INC,SEA LTD - ADR,NIO INC -ADR,GUARDANT HEALTH INC,TWIST BIOSCIENCE CORP,BIONANO GENOMICS INC,UBER TECHNOLOGIES INC,ZOOM VIDEO COMUNICATIONS INC,PINDUODUO INC -ADR,PAGERDUTY INC,10X GENOMICS INC,PELOTON INTERACTIVE INC,4D MOLECULAR THER INC,VIR BIOTECHNOLOGY INC,BEAM THERAPEUTICS INC,ONECONNECT FIN TECH -ADS,RELAY THERAPEUTICS INC,KE HOLDINGS INC -ADR,UNITY SOFTWARE INC,PALANTIR TECHNOLOG INC,SEER INC,DOORDASH INC,ABCELLERA BIOLOGICS INC,OPENDOOR TECHNOLOGIES INC,QUALTRICS INTERNATION,SANA BIOTCHNOLOGY INC,VIEW INC,ROBLOX CORP,COINBASE GLOBAL INC
TESLA INC,TSLA,0.013475678,0.012636855,0.013683749,0.014117195,0.015017725,0.015655799,0.015131461,0.010555829,0.011074701,0.011537912,0.013642338,0.015461241,0.012952866,0.014071937,0.011015836,0.012394396,0.0097951405,0.0081876125,0.013675702,0.015856506,0.015640223,0.013129708,0.012781414,0.008130295,0.011591,0.01463135,0.016132964,0.013452158,0.01688969,0.014021946,0.012710452,0.013128298,0.010544326,0.008851825,0.012420884,0.011813521,0.015765196,0.017178565,0.012934444,0.011303933,0.011950832,0.012087494,0.009473792,0.010485464,0.008163339,0.008978497,0.015065352,0.0124580115,0.013555726,0.0141840065,0.014099299,0.009762027,0.014582052,0.017456934,0.010825001,0.012915549,0.017542973,0.016777126,0.013025524,0.010057247,0.011290499,0.009681773,0.013025369,0.009119115,0.014275001,0.011584644,0.008408509,0.012627514,0.008704393,0.011409105,0.014969874,0.01602731,0.011645609,0.014159438,0.010495551,0.01182073,0.01768474,0.011385062,0.014167909,0.017102385,0.0132978,0.012150452,0.013270805,0.009560397,0.011028798,0.015389715,0.011473698,0.011247498,0.010762782,0.014555997,0.014323068,0.0130973365,0.012269193,0.018691763,0.01616195,0.017596813,0.01145848,0.010919848,0.01820518,0.014927892,0.014079588,0.0152698485,0.013430416,0.017769424,0.017596228,0.014893727,0.018257627,0.015830161,0.0154565405,0.016590381,0.016442943,0.01421431,0.01733492,0.013452751,0.014188427,0.014046615,0.014815789
NXP SEMICONDUCTORS NV,NXPI,0.012803215,0.011773277,0.0128410375,0.013167406,0.014059141,0.014646724,0.014220422,0.010012526,0.010451389,0.010980301,0.013145262,0.014699126,0.012196312,0.013138648,0.010330538,0.011696968,0.009265599,0.0076884623,0.012864491,0.0147334505,0.014599021,0.012410228,0.012007254,0.0076097497,0.010941259,0.013701956,0.015175325,0.012819056,0.015712336,0.01335915,0.011991456,0.01239135,0.010051343,0.008555216,0.011697605,0.011148314,0.014853395,0.016160574,0.0122642,0.010810062,0.011411785,0.011556906,0.00909794,0.0098672835,0.007846354,0.008694638,0.014201238,0.011738058,0.012836374,0.013572278,0.013324782,0.009134063,0.013724256,0.016305303,0.0102063455,0.012125779,0.016368102,0.01566947,0.012449428,0.009609111,0.010584348,0.009315253,0.012400234,0.008685955,0.013482969,0.010897756,0.00805851,0.012180203,0.008405905,0.010627283,0.01415315,0.014929173,0.011113405,0.013391305,0.009903728,0.011391445,0.01659579,0.0107321525,0.013193335,0.01621724,0.012713286,0.011281585,0.012669933,0.009035178,0.010389626,0.014478226,0.0107967565,0.01052486,0.010108812,0.013764375,0.013516454,0.012438406,0.011839489,0.017557567,0.015215665,0.016558705,0.01085043,0.010442614,0.01729999,0.014211084,0.01342297,0.014478223,0.012819427,0.017046079,0.016692843,0.014191652,0.017328998,0.0149886655,0.014710828,0.015677178,0.015667018,0.013326355,0.016471256,0.012740321,0.013395354,0.013323364,0.013960585
PACIFIC BIOSCIENCES OF CALIF,PACB,0.016911913,0.016201075,0.016956609,0.01722914,0.018146338,0.01878526,0.018400436,0.014371475,0.014707105,0.015172716,0.017180381,0.018373437,0.016293697,0.017107263,0.014498888,0.015880065,0.01397465,0.012046615,0.017212,0.018606754,0.01851454,0.0167206,0.015621303,0.012276722,0.015431779,0.01755097,0.018989513,0.016839843,0.019591207,0.017652154,0.01625211,0.016461097,0.0138960825,0.012800727,0.01580837,0.015264113,0.01863837,0.019874817,0.016507544,0.014989569,0.015545291,0.015609449,0.013304578,0.014313,0.0120717995,0.013207809,0.018108211,0.015647694,0.016798997,0.017356008,0.017373377,0.013549451,0.01782132,0.020032838,0.014454815,0.01613398,0.01986322,0.019537756,0.016172385,0.0139506,0.015153774,0.013615403,0.016446082,0.013061572,0.017722426,0.014953303,0.012337831,0.016326733,0.012896235,0.0149155585,0.01803824,0.019440468,0.015337336,0.01757101,0.014302706,0.015709646,0.020312367,0.015168909,0.017310217,0.019890228,0.016552882,0.015497946,0.01694018,0.01344437,0.014706496,0.0187231,0.01517753,0.014942067,0.0143500455,0.017924849,0.017643398,0.01673543,0.016394367,0.021018986,0.019432902,0.020918252,0.015471292,0.014962246,0.02131356,0.018661324,0.017444525,0.018782992,0.01713528,0.020912796,0.020697972,0.018320486,0.021306884,0.019209506,0.018729292,0.01962728,0.019642804,0.017496869,0.020353813,0.016774772,0.017468626,0.017360972,0.017913992
PROTO LABS INC,PRLB,0.012253119,0.011197242,0.0123004,0.012629886,0.0135199325,0.014085914,0.013831173,0.009257243,0.0097815925,0.010157864,0.012583124,0.013902524,0.011531187,0.012393442,0.009729345,0.011019883,0.008686809,0.0069952044,0.012303208,0.014230667,0.014019167,0.01172804,0.011040576,0.007054089,0.010467916,0.012983569,0.014559048,0.012040993,0.015191598,0.01272001,0.011443623,0.011808235,0.009144594,0.007870125,0.010905665,0.0104549825,0.013964431,0.015418808,0.01167312,0.009899667,0.010688605,0.010720725,0.008358929,0.009216691,0.0070014955,0.007979482,0.013351507,0.010847624,0.012136766,0.012857624,0.012561915,0.008503848,0.012996518,0.015610219,0.00953302,0.011474256,0.015581732,0.014999858,0.011660285,0.008886686,0.01013469,0.008611391,0.011874323,0.008035473,0.012884287,0.01031934,0.007340842,0.011426957,0.007743456,0.010238175,0.013521476,0.014639115,0.010444622,0.012810125,0.009295632,0.010681478,0.015950404,0.010072723,0.012664983,0.015780253,0.012104277,0.010671349,0.012276775,0.008379886,0.009786056,0.013929004,0.010307291,0.00999921,0.009445791,0.0130378045,0.013198238,0.011900502,0.0113627715,0.017252836,0.01485894,0.01634986,0.010491502,0.009949908,0.0166925,0.013653084,0.012961353,0.014263913,0.0123382425,0.016538192,0.016527874,0.013735877,0.017237026,0.014892649,0.014282009,0.015293319,0.01521917,0.012887057,0.016203403,0.012134642,0.012869265,0.012759877,0.013394751
FACEBOOK INC,FB,0.015029446,0.01412709,0.015313196,0.015667576,0.016584901,0.017108507,0.01670207,0.011888086,0.012716381,0.0129544735,0.015099889,0.016718684,0.014433068,0.015488609,0.012931201,0.014022789,0.011532648,0.010068646,0.015083031,0.017524216,0.01699496,0.0144187845,0.014476872,0.009940406,0.013555726,0.015923426,0.017417451,0.014749687,0.018367896,0.015221743,0.014345568,0.014640875,0.012152518,0.010693373,0.013978914,0.013621588,0.016985087,0.018351872,0.0144209685,0.012516579,0.013505458,0.013466933,0.011063185,0.012319261,0.00983985,0.010596117,0.016166007,0.013886699,0.014963149,0.015408293,0.015336025,0.011407854,0.01586047,0.01875852,0.01248989,0.014485518,0.018940723,0.017959462,0.014798184,0.0115455855,0.013296569,0.011406635,0.014678655,0.011039757,0.015588834,0.013716832,0.01022791,0.014095663,0.010655858,0.01361438,0.01658776,0.017461509,0.013292534,0.015713168,0.012501128,0.013169183,0.018971235,0.0130654,0.015902385,0.018678484,0.014875394,0.014107201,0.015039519,0.01160336,0.012851355,0.01707941,0.013274261,0.013274175,0.01270947,0.015775615,0.016311072,0.014687963,0.013790178,0.020434352,0.017519072,0.018767525,0.013238248,0.0124639515,0.019120902,0.015897235,0.015478812,0.0168885,0.014839467,0.018838082,0.018921359,0.016053202,0.019459514,0.017337885,0.016743733,0.017871665,0.017703986,0.015748352,0.01840446,0.014851703,0.015647834,0.015389251,0.016152773
SPLUNK INC,SPLK,0.014748415,0.013720817,0.014959684,0.015322115,0.016218422,0.016896538,0.016470972,0.011620944,0.012257097,0.0127645135,0.015225656,0.0168882,0.014191302,0.015232888,0.012202244,0.013635709,0.010935484,0.009157217,0.014958646,0.017098181,0.016769812,0.0143089555,0.014156271,0.009088509,0.012768738,0.015799884,0.017511915,0.014803456,0.018097738,0.015354713,0.014037337,0.014381063,0.011744612,0.010129493,0.01361189,0.013007039,0.017140847,0.018519096,0.014211041,0.012515942,0.013352063,0.013395294,0.010686493,0.011635977,0.009303992,0.01026657,0.016320646,0.013672401,0.014881543,0.015589813,0.015382078,0.010784824,0.015878145,0.018760355,0.01201735,0.0140839545,0.01887626,0.017987285,0.014587935,0.011180161,0.012488612,0.011073897,0.014388171,0.010251956,0.0155241685,0.012865543,0.009480265,0.01408836,0.009934371,0.012510876,0.016355814,0.017203331,0.012955496,0.015505339,0.011711728,0.01318843,0.019097097,0.01254549,0.015310987,0.01866918,0.0147624705,0.013284466,0.014686381,0.010718553,0.012112877,0.016739333,0.012623418,0.01250477,0.011927914,0.015868578,0.015724048,0.014439708,0.013693496,0.020184072,0.017362626,0.01892071,0.012764505,0.012178542,0.019693444,0.016232252,0.0153180165,0.016527763,0.014666526,0.01935114,0.018881261,0.01616573,0.019575924,0.017062929,0.016698362,0.017805431,0.017776664,0.015273788,0.018681793,0.014584401,0.015331661,0.015191083,0.015945405
IOVANCE BIOTHERAPEUTICS INC,IOVA,0.016515413,0.015661683,0.016517144,0.016834352,0.017847177,0.018403543,0.018031174,0.0137463035,0.014152933,0.014568835,0.016663987,0.017966073,0.015769133,0.01668365,0.014041332,0.015353249,0.0132973045,0.011500773,0.016643697,0.018343955,0.018203394,0.016159115,0.015149721,0.0116459755,0.014957053,0.017173639,0.01863433,0.01627537,0.019360542,0.01702114,0.015717452,0.016065385,0.013396599,0.012186852,0.015278653,0.014818346,0.018147456,0.01954863,0.015962258,0.014285781,0.014929062,0.015003633,0.01269083,0.013741235,0.011419052,0.01244645,0.017586721,0.015123637,0.016326955,0.016970627,0.016849162,0.0129612405,0.017282436,0.01971505,0.01388367,0.015718197,0.019591888,0.019220121,0.01570513,0.013344392,0.014616502,0.012902587,0.01604995,0.012494334,0.017228032,0.014574821,0.01182898,0.015740767,0.012317188,0.014604287,0.017700309,0.019007688,0.014780961,0.01709616,0.013779385,0.015073086,0.019971354,0.014574289,0.016989158,0.01968113,0.016118843,0.015080526,0.016560365,0.01289451,0.014293587,0.018326838,0.014713587,0.01441814,0.013856113,0.017389672,0.017362311,0.016261008,0.015784258,0.021034945,0.019113999,0.020556586,0.0148810325,0.014351786,0.020859048,0.018036485,0.017167417,0.018544447,0.016707374,0.020557595,0.020611407,0.017931893,0.021206768,0.019026352,0.018487016,0.01943229,0.019377837,0.01723353,0.020117048,0.016447607,0.017172929,0.017044924,0.017646996
WORKDAY INC,WDAY,0.0116221085,0.010627737,0.011788644,0.012125664,0.0129480325,0.01347224,0.013220586,0.008606315,0.009271951,0.009532408,0.011848967,0.013237153,0.0109772775,0.011863282,0.0093466705,0.01047951,0.0081085125,0.006612879,0.0116505725,0.013796588,0.013451852,0.011034752,0.010681334,0.006591463,0.009979277,0.012409135,0.013915127,0.011362244,0.014667583,0.011943661,0.010884697,0.011213075,0.008679447,0.0073677013,0.010394356,0.009997083,0.013344898,0.014743855,0.011036568,0.009214509,0.010095085,0.010086564,0.0078084804,0.008755657,0.006515635,0.007352311,0.012672721,0.010340136,0.011531731,0.012119356,0.011886284,0.0080250185,0.012339711,0.01503895,0.0090330085,0.010980226,0.015106753,0.014345515,0.011171879,0.0082658725,0.009697551,0.00806864,0.011273035,0.0075930506,0.012180042,0.010000894,0.006851803,0.010715934,0.0072137373,0.009921453,0.012959663,0.013961867,0.009873949,0.012195798,0.008869706,0.009903343,0.015331876,0.0095358435,0.012204682,0.015141508,0.011515239,0.010326273,0.011638893,0.007982345,0.0093018375,0.013340487,0.009796559,0.009606179,0.00906106,0.012304212,0.012716773,0.011253808,0.010572952,0.016748438,0.014131235,0.015494016,0.0098819,0.009252975,0.015776161,0.012716262,0.012224197,0.013539524,0.011572504,0.015624053,0.015695255,0.012905373,0.016346416,0.014132659,0.013486131,0.014539966,0.014413355,0.012282937,0.015330385,0.011478627,0.012225578,0.012058409,0.012735139
FATE THERAPEUTICS INC,FATE,0.015905999,0.015065755,0.016058467,0.016423741,0.017358536,0.017931657,0.01748328,0.013045605,0.013595533,0.014003604,0.01605454,0.01763268,0.015308744,0.016342815,0.013571191,0.014844558,0.012488381,0.010885432,0.016053462,0.018080803,0.01781357,0.015518219,0.015088698,0.010860378,0.014249406,0.016830672,0.018293332,0.015776686,0.019063124,0.016347516,0.015162282,0.015535103,0.0130052585,0.011531935,0.014839285,0.014331309,0.017912624,0.01925717,0.015349483,0.0136974985,0.014415207,0.014484461,0.012058491,0.01313426,0.010815105,0.011668726,0.017215548,0.014793589,0.015891964,0.01646128,0.016379967,0.012330916,0.01684169,0.019521665,0.013352811,0.015292315,0.019562788,0.018875843,0.015427327,0.012621707,0.013964453,0.012300558,0.01547723,0.011824008,0.016610121,0.014174859,0.011134008,0.01510938,0.011541299,0.014052442,0.017307121,0.018327786,0.014184633,0.01655626,0.013188228,0.014322384,0.019739551,0.013948499,0.016561974,0.01930549,0.01566169,0.014683527,0.015850829,0.012288353,0.013666221,0.017806668,0.014061347,0.013891237,0.013372705,0.016864039,0.016832432,0.015604836,0.014889754,0.020809503,0.018438872,0.019803377,0.0140841305,0.013504345,0.020302258,0.017223155,0.01645567,0.017721534,0.015905434,0.019939058,0.019834913,0.017185455,0.020402214,0.018182721,0.017768232,0.018802045,0.0187087,0.016604057,0.01942876,0.015837744,0.016560672,0.01639711,0.017098257
2U INC,TWOU,0.0129182935,0.012124829,0.013111936,0.013450537,0.014268951,0.014942318,0.01447172,0.01030593,0.010721845,0.011255612,0.013332469,0.014910623,0.012461499,0.013413658,0.010543978,0.011930704,0.009575751,0.007842105,0.013234132,0.0149668045,0.0148269525,0.012710956,0.0122954445,0.007880537,0.011095761,0.013948353,0.015452321,0.013085448,0.015921403,0.01367859,0.012315766,0.012586019,0.010186062,0.008671953,0.011975464,0.011302386,0.015188486,0.016425146,0.012513644,0.011147809,0.011664565,0.01182517,0.0092957625,0.010125927,0.008029721,0.008965893,0.014540444,0.012033844,0.013058018,0.01375002,0.013638717,0.0094217425,0.014076119,0.016593236,0.010450481,0.012317366,0.016634563,0.015993867,0.012619593,0.0098171,0.010814046,0.009593492,0.012507955,0.008843503,0.013777579,0.010995442,0.008107781,0.012402586,0.0084950905,0.010688229,0.014303128,0.015286223,0.011327317,0.013631538,0.010086502,0.011650196,0.016888255,0.010988313,0.013352369,0.016297944,0.012861909,0.011493466,0.012746418,0.009204021,0.010472714,0.014736828,0.010954816,0.010772759,0.010270777,0.014059481,0.01355547,0.012653471,0.012020713,0.017529733,0.015357993,0.016834285,0.011123447,0.01071712,0.017622521,0.0145368045,0.01345932,0.014492553,0.012914918,0.017167484,0.016643684,0.014337472,0.017321805,0.014983363,0.014733501,0.015731847,0.015722957,0.013403521,0.016562495,0.012816617,0.013476428,0.013389909,0.01404775
TWITTER INC,TWTR,0.013995446,0.013032191,0.014196453,0.014516603,0.015371809,0.015965797,0.01564992,0.010987676,0.011646965,0.012010461,0.014366258,0.015795693,0.013405492,0.014327026,0.0116655445,0.012920034,0.010502337,0.008818809,0.014148517,0.016197741,0.01583365,0.013501838,0.01322952,0.008810569,0.012294243,0.014839189,0.016441386,0.013891115,0.017091982,0.014468253,0.013333691,0.013609038,0.011051555,0.00968683,0.01284701,0.012375598,0.015986204,0.01732822,0.013466452,0.01172009,0.012590844,0.012580017,0.010142187,0.011122294,0.008837625,0.009774567,0.015244536,0.012817375,0.0139991725,0.014610488,0.014422346,0.010308285,0.01490433,0.017591484,0.011411844,0.013333665,0.017671024,0.016875345,0.013719431,0.0106176175,0.012031455,0.010513112,0.013660289,0.009865617,0.014660775,0.012323977,0.009094971,0.01327117,0.009555288,0.01211516,0.0154422475,0.016390068,0.0122923795,0.014679071,0.011233805,0.012435964,0.017911406,0.011947262,0.014563467,0.017632788,0.013944993,0.012682633,0.014019976,0.010311427,0.01159111,0.01588125,0.012097627,0.011993398,0.011402002,0.014885054,0.015054221,0.013710886,0.013037392,0.019126177,0.016493093,0.017946368,0.0122634005,0.011636867,0.018440856,0.015277321,0.014533713,0.015822366,0.01393763,0.018180039,0.017966583,0.015282172,0.018618427,0.016342008,0.015818194,0.016867936,0.016806774,0.014548627,0.017667746,0.013801702,0.014543341,0.01437859,0.015070528
JD.COM INC,JD,0.017538527,0.016919356,0.017889224,0.018293489,0.01923949,0.019842686,0.019230243,0.014605917,0.015324509,0.01563118,0.017422283,0.019267756,0.017072495,0.0182477,0.015461474,0.016667292,0.014225381,0.012682082,0.017774476,0.020143298,0.019696083,0.01716963,0.017071433,0.012594962,0.016148128,0.018615775,0.019993741,0.01736791,0.02106693,0.017899835,0.016898206,0.01716761,0.014690641,0.013098322,0.016697247,0.01622109,0.019751593,0.02104983,0.017019028,0.01523883,0.016039232,0.016073292,0.013553541,0.014989564,0.012387401,0.013142455,0.018959701,0.016580017,0.017531432,0.017830402,0.01804426,0.014077463,0.018613432,0.021507757,0.015097745,0.017095163,0.021655468,0.020728482,0.01717518,0.014162277,0.015920123,0.0138666835,0.01707797,0.013574411,0.018275449,0.016170293,0.012733583,0.016606888,0.013151894,0.016113956,0.019117955,0.02023261,0.015827384,0.018319204,0.015088483,0.015728034,0.021625288,0.015792899,0.01858407,0.020988652,0.01720657,0.0167986,0.01740922,0.0142005775,0.015471219,0.01976739,0.015848674,0.015869962,0.01532455,0.018525355,0.01868436,0.017227557,0.01627572,0.022706648,0.02014595,0.021376736,0.015744343,0.014965123,0.021796037,0.018643692,0.017885357,0.019320516,0.017378958,0.02125097,0.02127505,0.01854994,0.021766433,0.019686168,0.019202707,0.020376403,0.020172825,0.018369593,0.020754488,0.017423663,0.018224552,0.01794969,0.018754603
ALIBABA GROUP HLDG,BABA,0.013736875,0.012680466,0.013844429,0.014162617,0.015050138,0.015582142,0.015391859,0.010590553,0.011269954,0.011538719,0.014032276,0.015270786,0.013000607,0.013856256,0.011335091,0.01252916,0.010207285,0.00854027,0.0137659125,0.01584309,0.015470973,0.013102785,0.012563767,0.008581874,0.012093146,0.014393696,0.016004533,0.013406177,0.016749207,0.014061869,0.012967352,0.013292624,0.010574163,0.009389372,0.012363647,0.0120115755,0.015350612,0.016805248,0.013125309,0.0111697875,0.012156553,0.01207539,0.009779423,0.010778926,0.008435533,0.009408601,0.014665146,0.0122543,0.013581919,0.014190933,0.013928169,0.009989127,0.01440347,0.017077448,0.011049557,0.0129732825,0.017079582,0.016393531,0.01321293,0.010276325,0.011812808,0.0101097915,0.013405517,0.009580378,0.014287953,0.012029792,0.0088479305,0.012826483,0.009313556,0.011992385,0.015060137,0.016170656,0.011926647,0.014319475,0.010936695,0.01204033,0.017411103,0.0115934955,0.0142838005,0.01735053,0.013587329,0.012342753,0.013874644,0.010005273,0.011366805,0.015509733,0.0118961,0.01169734,0.01107207,0.014431946,0.014932236,0.013417434,0.012834016,0.018944139,0.01633468,0.017802086,0.012083821,0.011390694,0.01799159,0.0149466805,0.01437624,0.015820771,0.0137704555,0.017880851,0.017995039,0.015079329,0.018658485,0.016418334,0.015680343,0.016718818,0.016614795,0.0143989725,0.017554617,0.0135519495,0.014327145,0.0141544575,0.0148171615
SQUARE INC,SQ,0.014346177,0.013320835,0.014525641,0.014850049,0.015692882,0.016243927,0.016050685,0.011158183,0.011907726,0.012141004,0.014647694,0.015921207,0.013665436,0.014532785,0.012010234,0.0131805,0.010798116,0.009161789,0.014409802,0.01657838,0.016140392,0.013702126,0.013308842,0.009181409,0.01272278,0.0150604695,0.016682575,0.014032294,0.017459849,0.014661103,0.013626328,0.013917241,0.011210259,0.0099955695,0.0130159445,0.012656446,0.016042711,0.017469501,0.013749278,0.011752376,0.012806526,0.012685946,0.010379592,0.011419811,0.009033443,0.009987306,0.015314216,0.012919045,0.014232301,0.014775525,0.014561458,0.010615726,0.015061861,0.017796315,0.011700953,0.013639534,0.01783389,0.01705467,0.013905309,0.01084488,0.0124828145,0.010748695,0.0140306,0.0101945475,0.014897578,0.012730485,0.009415948,0.013413876,0.009887337,0.012671212,0.015724545,0.016818218,0.012548532,0.01497054,0.011588454,0.012594475,0.01812686,0.01222583,0.014969422,0.018021649,0.014236609,0.013055905,0.014480491,0.010650066,0.011979215,0.016164819,0.012529776,0.01239201,0.011743462,0.015055328,0.015609009,0.014027585,0.013389059,0.019664884,0.016943727,0.018410113,0.0127052795,0.011955353,0.01860041,0.0155045865,0.014926003,0.016390136,0.014322554,0.018462392,0.018546892,0.015634483,0.01920495,0.01698544,0.016228074,0.01730538,0.017184358,0.015003129,0.01812966,0.014132376,0.014919072,0.014724698,0.015416223
PURE STORAGE INC,PSTG,0.013306603,0.012384777,0.013530041,0.013924799,0.014813341,0.0154170785,0.014986852,0.010284794,0.010908615,0.011311047,0.013555563,0.015242247,0.012745305,0.01380684,0.010920471,0.012215105,0.009635034,0.008033467,0.013460677,0.01568307,0.015363142,0.012852777,0.0126436,0.0079655815,0.0114823,0.014353078,0.015916549,0.013225777,0.016648052,0.013763737,0.012581176,0.012957009,0.010371676,0.008779871,0.012204037,0.011669942,0.015487382,0.01689562,0.012743533,0.011024784,0.011809758,0.011876823,0.009326707,0.010339439,0.00801066,0.0088456,0.0147406,0.012225155,0.013359495,0.013995041,0.01383277,0.009563778,0.014316491,0.01718062,0.010662068,0.012716201,0.017294839,0.016467437,0.012977912,0.009845535,0.0111964075,0.009603155,0.012920387,0.00901374,0.0140265105,0.011554253,0.008276639,0.012482364,0.008631878,0.011353523,0.01482479,0.01577681,0.011510161,0.013988515,0.010409575,0.011634109,0.017445074,0.011191572,0.013977687,0.017019391,0.013208153,0.012011001,0.013208378,0.0094699375,0.010868806,0.015230832,0.01133415,0.011177149,0.010644804,0.014280587,0.0142947845,0.012958728,0.0121422475,0.018626655,0.015910484,0.017345197,0.011370576,0.010777696,0.017904967,0.014604473,0.013894111,0.015125015,0.013222415,0.0175624,0.01740197,0.014649102,0.018056098,0.015674789,0.015230777,0.016345555,0.016221505,0.013979023,0.017104752,0.013212757,0.013960192,0.013795944,0.014551518
ATLASSIAN CORP PLC,TEAM,0.017391052,0.016549874,0.017504241,0.017820273,0.018844983,0.01938633,0.018835008,0.014576097,0.015145255,0.015560973,0.017389672,0.01903738,0.016758889,0.01781465,0.015177345,0.016406538,0.014118964,0.012577877,0.017447282,0.019503074,0.019219112,0.01698978,0.016669806,0.012485264,0.015950158,0.018225892,0.019573512,0.017229894,0.02044334,0.017755143,0.016619345,0.016944228,0.014621933,0.013152749,0.016446259,0.01599718,0.019346852,0.020623565,0.016824218,0.015233665,0.015899854,0.016018722,0.01360154,0.0148021635,0.012455743,0.013256442,0.018637324,0.016325232,0.017292254,0.017795185,0.0177995,0.013878598,0.01825881,0.020903802,0.014883066,0.01678371,0.020990126,0.020237356,0.016968248,0.014189005,0.015602922,0.013837841,0.016916784,0.013548498,0.018035438,0.015843565,0.012816586,0.01664839,0.013271198,0.015732128,0.01880132,0.019691212,0.015750043,0.018035872,0.014887259,0.015796538,0.021067599,0.015574162,0.01808987,0.020610485,0.017065099,0.016333492,0.0173018,0.014055028,0.015311567,0.019386776,0.015619493,0.015500361,0.015054154,0.01826197,0.01829934,0.017063534,0.016333148,0.022084648,0.019799652,0.020967495,0.0155441435,0.014967203,0.021541646,0.018512154,0.01784592,0.019139044,0.017346453,0.021162603,0.021077381,0.018471058,0.021551427,0.019473273,0.019122817,0.020124592,0.020060783,0.018073488,0.020547472,0.017302688,0.018028023,0.017844887,0.018511698
PAYPAL HOLDINGS INC,PYPL,0.015612871,0.014563915,0.015873834,0.016186696,0.017060617,0.01762973,0.01725575,0.012416823,0.013260923,0.013599909,0.01595778,0.017525706,0.01505713,0.016057802,0.013425112,0.014626471,0.012008902,0.010474209,0.015677148,0.01803318,0.017484058,0.014990704,0.015249779,0.01028244,0.013971097,0.016511977,0.018122355,0.015500168,0.018869542,0.015911799,0.014949125,0.01522561,0.0128281545,0.011351601,0.014551966,0.014162252,0.017766181,0.019054651,0.0150308935,0.013210698,0.014267138,0.014183018,0.011697702,0.012784053,0.010456045,0.011264353,0.016869819,0.014545117,0.015664628,0.016181748,0.016015746,0.011837295,0.016534684,0.019398766,0.013072247,0.015029755,0.019629743,0.018523991,0.01566624,0.0121099055,0.013726956,0.012148838,0.015339244,0.011519332,0.016172383,0.014258552,0.010736825,0.014884699,0.011219751,0.013949912,0.017253255,0.017852716,0.013921987,0.016346077,0.01300456,0.013915356,0.019691827,0.013585426,0.016353728,0.01944798,0.015649484,0.014552392,0.015652165,0.0120855635,0.013288169,0.017629797,0.0137364715,0.013785625,0.013217139,0.016480446,0.01687413,0.015304897,0.014478563,0.021082956,0.017996576,0.019295614,0.013775568,0.013032467,0.019909034,0.016583774,0.016030593,0.017325154,0.015400169,0.019677911,0.019406365,0.016655762,0.019968806,0.017758405,0.0172906,0.018381676,0.01830803,0.016128862,0.01902938,0.015370388,0.016123217,0.015905112,0.01665617
